ID,URL,Element,Rarity,Max Evo Level,Name,Type,ATK,HP,Icon,Skills
Exo_Maitrah_Karuna,https://gbf.wiki/Exo_Maitrah_Karuna,fire,ssr,4,Exo Maitrah Karuna,dagger,2697,267,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040118000.jpg,"Dreadflame's Supremacy, Searing Enlightener's Sanctity"
Extinction_Blade,https://gbf.wiki/Extinction_Blade,fire,ssr,4,Extinction Blade,sabre,3135,265,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040023500.jpg,"Inferno's Garrison, Fire's Celere, Scarlet Craft"
Extinction_Blade_Mk_II,https://gbf.wiki/Extinction_Blade_Mk_II,fire,ssr,4,Extinction Blade Mk II,sabre,3406,288,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040025100.jpg,"Inferno's Garrison, Fire's Celere, Scarlet Craft"
Faust_Incendo,https://gbf.wiki/Faust_Incendo,fire,ssr,4,Faust Incendo,dagger,2680,270,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040104800.jpg,"Nature's Truth, Forbidden Training"
Feendrache_Pennant,https://gbf.wiki/Feendrache_Pennant,fire,ssr,3,Feendrache Pennant,spear,2295,261,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040211700.jpg,"Hellfire's Primacy, Fire's Aegis"
Fire_of_Prometheus,https://gbf.wiki/Fire_of_Prometheus,fire,ssr,4,Fire of Prometheus,staff,2430,320,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040410100.jpg,"Inferno's Insignia, Hellfire's Primacy"
Firestorm_Scythe,https://gbf.wiki/Firestorm_Scythe,fire,ssr,4,Firestorm Scythe,axe,3618,231,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040314900.jpg,"Inferno's Crux, Hellfire's Majesty"
Fist_of_Destruction,https://gbf.wiki/Fist_of_Destruction,fire,ssr,4,Fist of Destruction,melee,3141,327,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040612700.jpg,"Inferno's Celere II, Fire's Trium"
Five-Soul_Staff_Cardinal,https://gbf.wiki/Five-Soul_Staff_Cardinal,fire,ssr,3,Five-Soul Staff Cardinal,staff,2420,320,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040403100.jpg,Inferno's Might
Five-Soul_Staff_Incendo,https://gbf.wiki/Five-Soul_Staff_Incendo,fire,ssr,3,Five-Soul Staff Incendo,staff,2200,290,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040402100.jpg,Inferno's Might
Flamelance:_Accendo,https://gbf.wiki/Flamelance:_Accendo,fire,ssr,3,Flamelance: Accendo,spear,2310,255,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040216100.jpg,"Hellfire's Celere, Arsus Excelsior"
Flohrenberk,https://gbf.wiki/Flohrenberk,fire,ssr,3,Flohrenberk,dagger,2115,209,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040100800.jpg,Insight of Elation
Forbidden_Inferno,https://gbf.wiki/Forbidden_Inferno,fire,ssr,3,Forbidden Inferno,staff,2200,280,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040409000.jpg,"Inferno's Dual-Edge, Fire's Might"
Four-Sky_Blade_Cardinal,https://gbf.wiki/Four-Sky_Blade_Cardinal,fire,ssr,3,Four-Sky Blade Cardinal,dagger,2680,268,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103100.jpg,Inferno's Might
Four-Sky_Blade_Incendo,https://gbf.wiki/Four-Sky_Blade_Incendo,fire,ssr,3,Four-Sky Blade Incendo,dagger,2430,243,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040102300.jpg,Inferno's Might
Freikugel_(Fire),https://gbf.wiki/Freikugel_(Fire),fire,ssr,5,Freikugel,gun,4069,277,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Freikugel_(Fire)_icon.jpg,"Inferno's Tyranny, Golden Advent II, Hellfire's Trium"
Gae_Bulg_(Fire),https://gbf.wiki/Gae_Bulg_(Fire),fire,ssr,5,Gae Bulg,spear,3496,391,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Gae_Bulg_(Fire)_icon.jpg,"Inferno's Progression, One Sting, One Kill II, Hellfire's Verity"
Gangsta_Knife,https://gbf.wiki/Gangsta_Knife,fire,ssr,4,Gangsta Knife,dagger,2950,280,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040112600.jpg,"Inferno's Enmity, Fire's Verity, Hellfire's Garrison"
Garnet_Broadaxe,https://gbf.wiki/Garnet_Broadaxe,fire,ssr,4,Garnet Broadaxe,axe,2566,184,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313200.jpg,"Ironflame's Might II, Ironflame's Progression II"
Glaive_of_Exultation,https://gbf.wiki/Glaive_of_Exultation,fire,ssr,3,Glaive of Exultation,spear,1840,210,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040214600.jpg,"Warrior's Assault, Undefeated Hero"
Golden_Bell,https://gbf.wiki/Golden_Bell,fire,ssr,3,Golden Bell,harp,1780,194,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040808800.jpg,"Good and Tasty, Fire's Healing"
Grim_Evidence,https://gbf.wiki/Grim_Evidence,fire,ssr,3,Grim Evidence,dagger,1991,178,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040117900.jpg,"Armed Blaze, Covert Artistry"
Grynoth_Demiclone,https://gbf.wiki/Grynoth_Demiclone,fire,ssr,3,Grynoth Demiclone,axe,2321,253,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313900.jpg,"Inferno's Might, Fire's Garrison"
Guardian%27s_Xiphos_(Fire),https://gbf.wiki/Guardian%27s_Xiphos_(Fire),fire,ssr,5,Guardian's Xiphos,sabre,3215,279,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040012600.jpg,"Legionnaire's Nature, Legionnaire's Essence"
Gun_of_Eternal_Splendor,https://gbf.wiki/Gun_of_Eternal_Splendor,fire,ssr,3,Gun of Eternal Splendor,gun,999,99,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040513300.jpg,
Hallowed_Pilgrimage_(Fire),https://gbf.wiki/Hallowed_Pilgrimage_(Fire),fire,ssr,5,Hallowed Pilgrimage,staff,2770,368,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040411600.jpg,"Saint's Nature, Saint's Essence"
Hand_Axe,https://gbf.wiki/Hand_Axe,fire,ssr,3,Hand Axe,axe,2840,150,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040311200.jpg,"Inferno's Might, Hellfire's Verity"
Hand_of_Brahman,https://gbf.wiki/Hand_of_Brahman,fire,ssr,4,Hand of Brahman,melee,2550,270,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Hand_of_Brahman_icon.jpg,"Ironflame's Gauntlet, Ironflame's Clarity"
Heat_of_The_Sun,https://gbf.wiki/Heat_of_The_Sun,fire,ssr,5,Heat of The Sun,katana,3524,244,./Weapon Lists_Fire - Granblue Fantasy Wiki_files/100px-Weapon_m_1040912600.jpg,"Hierophant-Sun's Blessing, Sephira Maxi-Fire, Fire's Majesty"
