ID,URL,Element,Rarity,Max Evo Level,Name,Type,ATK,HP,Icon,Skills
Atma_Sword_(Light),https://gbf.wiki/Atma_Sword_(Light),light,ssr,3,Atma Sword,sabre,2594,195,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040011700.jpg,Gladius Rubell
Auguste_Commemorative_Staff,https://gbf.wiki/Auguste_Commemorative_Staff,light,ssr,3,Auguste Commemorative Staff,staff,1725,231,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040417800.jpg,"Resort's Might, Nostalgic Summer"
Autograph_Art_Sketchbook,https://gbf.wiki/Autograph_Art_Sketchbook,light,ssr,3,Autograph Art Sketchbook,staff,1850,206,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040419200.jpg,"Armed Shine, Covert Artistry"
Avenger_Lumen,https://gbf.wiki/Avenger_Lumen,light,ssr,4,Avenger Lumen,axe,2960,213,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040304000.jpg,"Swordmaster's Soul, Supreme Trepidation"
Berserker%27s_Barrage_(Light),https://gbf.wiki/Berserker%27s_Barrage_(Light),light,ssr,5,Berserker's Barrage,axe,3380,244,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040308800.jpg,"Barbarian's Nature, Barbarian's Essence"
Bitternote_Sun,https://gbf.wiki/Bitternote_Sun,light,ssr,3,Bitternote Sun,harp,2150,290,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040813800.jpg,"Zion's Might, Thunder's Healing"
Black_Dragonslayer_Sword,https://gbf.wiki/Black_Dragonslayer_Sword,light,ssr,3,Black Dragonslayer Sword,katana,2907,140,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040915500.jpg,"Zion's Might, Preemptive Light Blade"
Blockbuster,https://gbf.wiki/Blockbuster,light,ssr,3,Blockbuster,gun,2781,161,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040516700.jpg,"Thunder's Tempering, Light's  Aegis"
Bow_of_Artemis,https://gbf.wiki/Bow_of_Artemis,light,ssr,4,Bow of Artemis,bow,2810,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040703500.jpg,"Zion's Might, Light's Enmity"
Bow_of_Eternal_Splendor,https://gbf.wiki/Bow_of_Eternal_Splendor,light,ssr,3,Bow of Eternal Splendor,bow,999,99,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040709800.jpg,
Bow_of_Iliad,https://gbf.wiki/Bow_of_Iliad,light,ssr,4,Bow of Iliad,bow,2810,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040706200.jpg,"Zion's Stamina, Thunder's Dual-Edge"
Bravery,https://gbf.wiki/Bravery,light,ssr,3,Bravery,sabre,2492,220,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040021700.jpg,"Thunder's Primacy, Light's  Aegis"
Caduceus_(Light),https://gbf.wiki/Caduceus_(Light),light,ssr,5,Caduceus,staff,3259,435,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Caduceus_(Light)_icon.jpg,"Light's Majesty, Saving Grace II, Thunder's Garrison"
Caladbolg,https://gbf.wiki/Caladbolg,light,ssr,4,Caladbolg,sabre,3030,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040000500.jpg,"Zion's Might, Terra's Aegis, Promenade of the Priestess"
Capulet%27s_Oath,https://gbf.wiki/Capulet%27s_Oath,light,ssr,3,Capulet's Oath,staff,2165,287,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040408800.jpg,"Zion's Might, Preemptive Silver Wall"
Certificus,https://gbf.wiki/Certificus,light,ssr,4,Certificus,axe,3385,280,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040309000.jpg,"Zion's Might III, Thunder's Sentence"
Championship_Belt_(Light),https://gbf.wiki/Championship_Belt_(Light),light,ssr,5,Championship Belt,melee,3015,317,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040609500.jpg,"Reigning Champ's Nature, Reigning Champ's Essence"
Chanteuse_Angelique_(Light),https://gbf.wiki/Chanteuse_Angelique_(Light),light,ssr,5,Chanteuse Angelique,harp,2840,299,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040808000.jpg,"Virtuoso's Nature, Virtuoso's Essence"
Cherished_Flip_Charm,https://gbf.wiki/Cherished_Flip_Charm,light,ssr,3,Cherished Flip Charm,spear,1990,250,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Cherished_Flip_Charm_icon.jpg,"Bountiful Protection, Bountiful Strike"
Chichiushi,https://gbf.wiki/Chichiushi,light,ssr,3,Chichiushi,katana,2130,153,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040906100.jpg,"Nature's Providence, Nature's Protection"
Claidheamh_Soluis,https://gbf.wiki/Claidheamh_Soluis,light,ssr,4,Claidheamh Soluis,axe,3200,230,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040310200.jpg,"Zion's Might, Thunder's Verity, Golden Craft"
Cletine,https://gbf.wiki/Cletine,light,ssr,3,Cletine,spear,2305,259,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040200000.jpg,"Thunder's Verity, Thunder's Clarity"
Collbrande,https://gbf.wiki/Collbrande,light,ssr,4,Collbrande,sabre,3070,250,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040022500.jpg,"Zion's Garrison, Light's Sentence, Light's Stamina"
Concordia,https://gbf.wiki/Concordia,light,ssr,4,Concordia,dagger,2963,303,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040117500.jpg,"Golden Enforcement, Zenith Strike"
Concordia_Mk_II,https://gbf.wiki/Concordia_Mk_II,light,ssr,4,Concordia Mk II,dagger,3219,329,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040117600.jpg,"Golden Enforcement, Zenith Strike"
Conifer,https://gbf.wiki/Conifer,light,ssr,3,Conifer,spear,2299,259,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040211200.jpg,"Zion's Aegis, Thunder's Verity"
Cosmic_Blade,https://gbf.wiki/Cosmic_Blade,light,ssr,4,Cosmic Blade,katana,3157,222,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040905000.jpg,"Cosmic Blade II, Azure Blade's Discipline"
Cosmic_Bow,https://gbf.wiki/Cosmic_Bow,light,ssr,4,Cosmic Bow,bow,2959,271,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040704300.jpg,"Cosmic Bow II, Azure Bow's Discipline"
Cosmic_Dagger,https://gbf.wiki/Cosmic_Dagger,light,ssr,4,Cosmic Dagger,dagger,2832,283,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040107300.jpg,"Cosmic Dagger II, Azure Dagger's Discipline"
Cosmic_Gauntlet,https://gbf.wiki/Cosmic_Gauntlet,light,ssr,4,Cosmic Gauntlet,melee,2775,294,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040605000.jpg,"Cosmic Gauntlet II, Azure Gauntlet's Discipline"
Cosmic_Harp,https://gbf.wiki/Cosmic_Harp,light,ssr,4,Cosmic Harp,harp,2619,325,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040804400.jpg,"Cosmic Harp II, Azure Harp's Discipline"
Cosmic_Lance,https://gbf.wiki/Cosmic_Lance,light,ssr,4,Cosmic Lance,spear,2718,306,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040206000.jpg,"Cosmic Lance II, Azure Lance's Discipline"
Cosmic_Rifle,https://gbf.wiki/Cosmic_Rifle,light,ssr,4,Cosmic Rifle,gun,3185,213,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040505100.jpg,"Cosmic Rifle II, Azure Rifle's Discipline"
Cosmic_Rod,https://gbf.wiki/Cosmic_Rod,light,ssr,4,Cosmic Rod,staff,2549,340,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040407600.jpg,"Cosmic Rod II, Azure Rod's Discipline"
Cosmic_Scythe,https://gbf.wiki/Cosmic_Scythe,light,ssr,4,Cosmic Scythe,axe,3115,226,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040304900.jpg,"Cosmic Scythe II, Azure Scythe's Discipline"
Cosmic_Sword,https://gbf.wiki/Cosmic_Sword,light,ssr,4,Cosmic Sword,sabre,2973,255,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040008000.jpg,"Cosmic Sword II, Azure Sword's Discipline"
Crystal_Luin,https://gbf.wiki/Crystal_Luin,light,ssr,3,Crystal Luin,spear,2295,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040206600.jpg,"Zion's Trium, Light's  Enmity"
Dagger_of_Truth,https://gbf.wiki/Dagger_of_Truth,light,ssr,3,Dagger of Truth,dagger,496,28,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040117000.jpg,
Damascus_Knife_(Light),https://gbf.wiki/Damascus_Knife_(Light),light,ssr,5,Damascus Knife,dagger,3728,640,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Damascus_Knife_(Light)_icon.jpg,"Shady Business II, Golden Arts, Golden Hunt"
Demonic_Longstaff_(Light),https://gbf.wiki/Demonic_Longstaff_(Light),light,ssr,5,Demonic Longstaff,staff,2940,298,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040412600.jpg,"Arcanist's Nature, Arcanist's Essence"
Devil%27s_Finger_(Light),https://gbf.wiki/Devil%27s_Finger_(Light),light,ssr,5,Devil's Finger,dagger,3075,311,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040112000.jpg,"Executioner's Nature, Executioner's Essence"
Diaitesia,https://gbf.wiki/Diaitesia,light,ssr,4,Diaitesia,harp,3185,317,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040815700.jpg,"Harp of Hastened Light, Thunder's Majesty"
Diamond_Edge,https://gbf.wiki/Diamond_Edge,light,ssr,3,Diamond Edge,dagger,2450,245,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040101300.jpg,Zion's Aegis
Dominion_Harp,https://gbf.wiki/Dominion_Harp,light,ssr,3,Dominion Harp,harp,1727,188,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040805600.jpg,"Aura Divine, Sign from Above"
Don_Patch_Sword,https://gbf.wiki/Don_Patch_Sword,light,ssr,3,Don Patch Sword,sabre,1832,189,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040021900.jpg,"Zion's Might, With This, I'm Invincible!"
Donare_Trane,https://gbf.wiki/Donare_Trane,light,ssr,3,Donare Trane,staff,1884,199,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040418800.jpg,"Lightbeam's Might, Ever-Watching Eye"
Dormius,https://gbf.wiki/Dormius,light,ssr,3,Dormius,katana,2770,194,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040904200.jpg,"Zion's Might, Light's  Dual-Edge"
Draconic_Blade,https://gbf.wiki/Draconic_Blade,light,ssr,5,Draconic Blade,katana,3894,273,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040912100.jpg,"Lu Woh's Authority, Four Orbs' Judgment, Six Dragons' Radiance"
Eden,https://gbf.wiki/Eden,light,ssr,4,Eden,spear,3140,340,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040207000.jpg,"Zion's Might III, Thunder's Stamina"
Eight-Life_Katana,https://gbf.wiki/Eight-Life_Katana,light,ssr,3,Eight-Life Katana,katana,2530,178,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040900500.jpg,Zion's Might
Eight-Life_Katana_Ivory,https://gbf.wiki/Eight-Life_Katana_Ivory,light,ssr,3,Eight-Life Katana Ivory,katana,2990,210,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901800.jpg,Zion's Might
Eight-Life_Katana_Lumen,https://gbf.wiki/Eight-Life_Katana_Lumen,light,ssr,3,Eight-Life Katana Lumen,katana,2720,190,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901100.jpg,Zion's Might
Eight-Life_Katana_Sterling,https://gbf.wiki/Eight-Life_Katana_Sterling,light,ssr,3,Eight-Life Katana Sterling,katana,2675,188,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040900600.jpg,Zion's Might
Eon,https://gbf.wiki/Eon,light,ssr,3,Eon,bow,2350,260,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040709300.jpg,"Zion's Might, Light's Refuge"
Ethereal_Lasher,https://gbf.wiki/Ethereal_Lasher,light,ssr,4,Ethereal Lasher,sabre,3250,280,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040006100.jpg,"Thunder's Primacy, Thunder's Aegis"
Excalibur_(Light),https://gbf.wiki/Excalibur_(Light),light,ssr,5,Excalibur,sabre,3792,316,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Excalibur_(Light)_icon.jpg,"Zion's Garrison, Rightway Pathfinder II, Thunder's Stamina"
Faust_Lumen,https://gbf.wiki/Faust_Lumen,light,ssr,4,Faust Lumen,dagger,2680,270,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040105200.jpg,"Nature's Truth, Forbidden Training"
Feast%27s_Signum,https://gbf.wiki/Feast%27s_Signum,light,ssr,3,Feast's Signum,staff,2140,290,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040421000.jpg,Zion's Stamina
Five-Soul_Staff,https://gbf.wiki/Five-Soul_Staff,light,ssr,3,Five-Soul Staff,staff,2040,272,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040401800.jpg,Zion's Might
Five-Soul_Staff_Ivory,https://gbf.wiki/Five-Soul_Staff_Ivory,light,ssr,3,Five-Soul Staff Ivory,staff,2420,320,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040403500.jpg,Zion's Might
Five-Soul_Staff_Lumen,https://gbf.wiki/Five-Soul_Staff_Lumen,light,ssr,3,Five-Soul Staff Lumen,staff,2200,290,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040402500.jpg,Zion's Might
Five-Soul_Staff_Sterling,https://gbf.wiki/Five-Soul_Staff_Sterling,light,ssr,3,Five-Soul Staff Sterling,staff,2160,288,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040402000.jpg,Zion's Might
Flamma_Orbis,https://gbf.wiki/Flamma_Orbis,light,ssr,5,Flamma Orbis,gun,3248,216,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040511600.jpg,"True Solaris's Supremacy, Sunveil's Crown"
Fonic_Rod,https://gbf.wiki/Fonic_Rod,light,ssr,3,Fonic Rod,staff,1730,230,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040408400.jpg,"Magic Charge, Speed Cast"
Four-Sky_Blade,https://gbf.wiki/Four-Sky_Blade,light,ssr,3,Four-Sky Blade,dagger,2270,227,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040101700.jpg,Zion's Might
Four-Sky_Blade_Ivory,https://gbf.wiki/Four-Sky_Blade_Ivory,light,ssr,3,Four-Sky Blade Ivory,dagger,2680,268,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103500.jpg,Zion's Might
Four-Sky_Blade_Lumen,https://gbf.wiki/Four-Sky_Blade_Lumen,light,ssr,3,Four-Sky Blade Lumen,dagger,2430,243,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040102700.jpg,Zion's Might
Four-Sky_Blade_Sterling,https://gbf.wiki/Four-Sky_Blade_Sterling,light,ssr,3,Four-Sky Blade Sterling,dagger,2400,240,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040102200.jpg,Zion's Might
Freikugel_(Light),https://gbf.wiki/Freikugel_(Light),light,ssr,5,Freikugel,gun,4069,277,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Freikugel_(Light)_icon.jpg,"Zion's Tyranny, Golden Advent II, Thunder's Trium"
Full_Metal_Recoil,https://gbf.wiki/Full_Metal_Recoil,light,ssr,4,Full Metal Recoil,axe,3500,170,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040310100.jpg,"Thunder's Celere, Light's Mystery, Golden Arts"
Fusion_Mobius,https://gbf.wiki/Fusion_Mobius,light,ssr,3,Fusion Mobius,harp,2225,240,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040806000.jpg,"Zion's Might, Light's Mystery"
Futsunomitama,https://gbf.wiki/Futsunomitama,light,ssr,4,Futsunomitama,dagger,3257,325,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040115700.jpg,"Thunder God's Authority, Thunder God's Subjugation, Zion's Majesty"
Gae_Bulg_(Light),https://gbf.wiki/Gae_Bulg_(Light),light,ssr,5,Gae Bulg,spear,3496,391,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Gae_Bulg_(Light)_icon.jpg,"Zion's Progression, One Sting, One Kill II, Thunder's Verity"
Gambanteinn,https://gbf.wiki/Gambanteinn,light,ssr,4,Gambanteinn,staff,2760,380,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040404300.jpg,"Zion's Might III, Light's Trium"
Gauntlets,https://gbf.wiki/Gauntlets,light,ssr,3,Gauntlets,melee,1880,201,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040602800.jpg,Strength
Gigante_Bisector,https://gbf.wiki/Gigante_Bisector,light,ssr,3,Gigante Bisector,katana,2332,255,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040912800.jpg,"Zion's Might, Light's Garrison"
Gigante_Fist,https://gbf.wiki/Gigante_Fist,light,ssr,3,Gigante Fist,melee,1910,203,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040602700.jpg,Zion's Might
Glory_Thread,https://gbf.wiki/Glory_Thread,light,ssr,3,Glory Thread,sabre,2017,173,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Glory_Thread_icon.jpg,"Heaven's Truth, Herald of the Seraph"
Golden_Axe_Relic,https://gbf.wiki/Golden_Axe_Relic,light,ssr,4,Golden Axe Relic,axe,2125,154,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040306500.jpg,The Pulse
Golden_Blossom,https://gbf.wiki/Golden_Blossom,light,ssr,3,Golden Blossom,harp,1785,195,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040805000.jpg,"Thunder's Might, Light's  Aegis"
Golden_Bow_Relic,https://gbf.wiki/Golden_Bow_Relic,light,ssr,4,Golden Bow Relic,bow,2020,184,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040705900.jpg,The Pulse
Golden_Dagger_Relic,https://gbf.wiki/Golden_Dagger_Relic,light,ssr,4,Golden Dagger Relic,dagger,1930,193,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040108600.jpg,The Pulse
Golden_Fists_of_Ura,https://gbf.wiki/Golden_Fists_of_Ura,light,ssr,4,Golden Fists of Ura,melee,3192,338,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040616300.jpg,"Ogre's Retribution, Eternal Animosity, Zion's Fandango"
Golden_Gauntlet_Relic,https://gbf.wiki/Golden_Gauntlet_Relic,light,ssr,4,Golden Gauntlet Relic,melee,1890,201,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040606600.jpg,The Pulse
Golden_Gun_Relic,https://gbf.wiki/Golden_Gun_Relic,light,ssr,4,Golden Gun Relic,gun,2170,145,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040506600.jpg,The Pulse
Golden_Harp_Relic,https://gbf.wiki/Golden_Harp_Relic,light,ssr,4,Golden Harp Relic,harp,1730,209,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040805500.jpg,The Pulse
Golden_Katana_Relic,https://gbf.wiki/Golden_Katana_Relic,light,ssr,4,Golden Katana Relic,katana,2155,152,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040906300.jpg,The Pulse
Golden_Premium_Sword,https://gbf.wiki/Golden_Premium_Sword,light,ssr,3,Golden Premium Sword,sabre,197,25,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040019900.jpg,
Golden_SHRIMP_Spreader,https://gbf.wiki/Golden_SHRIMP_Spreader,light,ssr,3,Golden SHRIMP Spreader,gun,79,24,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040512400.jpg,
Golden_Spear_Relic,https://gbf.wiki/Golden_Spear_Relic,light,ssr,4,Golden Spear Relic,spear,1855,209,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040207400.jpg,The Pulse
Golden_Staff_Relic,https://gbf.wiki/Golden_Staff_Relic,light,ssr,4,Golden Staff Relic,staff,1490,198,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040409700.jpg,The Pulse
Golden_Sword_Relic,https://gbf.wiki/Golden_Sword_Relic,light,ssr,4,Golden Sword Relic,sabre,2030,174,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040009900.jpg,The Pulse
Goldslime_Bell,https://gbf.wiki/Goldslime_Bell,light,ssr,3,Goldslime Bell,harp,1620,255,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040808900.jpg,"Goldslime's Aegis, Gold's Gleam"
Gothic_Cutlery,https://gbf.wiki/Gothic_Cutlery,light,ssr,3,Gothic Cutlery,melee,2469,219,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040609000.jpg,"Thunder's Primacy, Light's  Dual-Edge"
Gotle_Bell_Cane,https://gbf.wiki/Gotle_Bell_Cane,light,ssr,3,Gotle Bell Cane,staff,1500,200,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040403900.jpg,Bells of Grace
Guardian%27s_Xiphos_(Light),https://gbf.wiki/Guardian%27s_Xiphos_(Light),light,ssr,5,Guardian's Xiphos,sabre,3215,279,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040013000.jpg,"Legionnaire's Nature, Legionnaire's Essence"
Gungnir,https://gbf.wiki/Gungnir,light,ssr,4,Gungnir,spear,2490,280,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040206700.jpg,"Thunder's Might, Thunder's Restraint"
Hallowed_Pilgrimage_(Light),https://gbf.wiki/Hallowed_Pilgrimage_(Light),light,ssr,5,Hallowed Pilgrimage,staff,2770,368,./Weapon Lists_Light - Granblue Fantasy Wiki_files/100px-Weapon_m_1040412000.jpg,"Saint's Nature, Saint's Essence"
