ID,URL,Element,Rarity,Max Evo Level,Name,Type,ATK,HP,Icon,Skills
Atma_Axe_(Earth),https://gbf.wiki/Atma_Axe_(Earth),earth,ssr,3,Atma Axe,axe,2844,165,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040307400.jpg,Labrys Rubell
Atma_Blade_(Earth),https://gbf.wiki/Atma_Blade_(Earth),earth,ssr,3,Atma Blade,katana,2856,163,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040907100.jpg,Makhaira Rubell
Atma_Bow_(Earth),https://gbf.wiki/Atma_Bow_(Earth),earth,ssr,3,Atma Bow,bow,2608,206,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040706500.jpg,Arcus Rubell
Atma_Dagger_(Earth),https://gbf.wiki/Atma_Dagger_(Earth),earth,ssr,3,Atma Dagger,dagger,2402,224,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040109300.jpg,Sica Rubell
Atma_Fist_(Earth),https://gbf.wiki/Atma_Fist_(Earth),earth,ssr,3,Atma Fist,melee,2328,237,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040607700.jpg,Luctor Rubell
Atma_Gun_(Earth),https://gbf.wiki/Atma_Gun_(Earth),earth,ssr,3,Atma Gun,gun,2857,157,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040507000.jpg,Arma Rubell
Atma_Harp_(Earth),https://gbf.wiki/Atma_Harp_(Earth),earth,ssr,3,Atma Harp,harp,2245,224,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040806600.jpg,Musica Rubell
Atma_Spear_(Earth),https://gbf.wiki/Atma_Spear_(Earth),earth,ssr,3,Atma Spear,spear,2350,238,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040208400.jpg,Lancea Rubell
Atma_Staff_(Earth),https://gbf.wiki/Atma_Staff_(Earth),earth,ssr,3,Atma Staff,staff,2162,270,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040410400.jpg,Baculum Rubell
Atma_Sword_(Earth),https://gbf.wiki/Atma_Sword_(Earth),earth,ssr,3,Atma Sword,sabre,2594,195,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040011500.jpg,Gladius Rubell
Atrocious_Blood,https://gbf.wiki/Atrocious_Blood,earth,ssr,3,Atrocious Blood,axe,2835,150,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040314500.jpg,"Mountain's Fandango, Earth's Mystery"
Autumn%27s_Transformation,https://gbf.wiki/Autumn%27s_Transformation,earth,ssr,4,Autumn's Transformation,spear,2163,246,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040213000.jpg,"Lifetree's Might, Lifetree's Restraint"
Avaritia_Spear,https://gbf.wiki/Avaritia_Spear,earth,ssr,3,Avaritia Spear,spear,1845,209,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040203800.jpg,Terra's Aegis
Avenger_Terra,https://gbf.wiki/Avenger_Terra,earth,ssr,4,Avenger Terra,axe,2960,213,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040303800.jpg,"Swordmaster's Soul, Supreme Trepidation"
Axe_of_Eternal_Splendor,https://gbf.wiki/Axe_of_Eternal_Splendor,earth,ssr,3,Axe of Eternal Splendor,axe,999,99,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040312700.jpg,
Babylon_Staff,https://gbf.wiki/Babylon_Staff,earth,ssr,3,Babylon Staff,staff,1730,232,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040401900.jpg,Terra's Might
Baihu_Claw,https://gbf.wiki/Baihu_Claw,earth,ssr,4,Baihu Claw,melee,2210,236,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040603000.jpg,Terra's Might II
Baihu_Claw_Malus,https://gbf.wiki/Baihu_Claw_Malus,earth,ssr,5,Baihu Claw Malus,melee,2595,277,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040607000.jpg,"Terra's Might II, Essence of the West"
Baihu_Claw_Pontus,https://gbf.wiki/Baihu_Claw_Pontus,earth,ssr,5,Baihu Claw Pontus,melee,2595,277,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040606900.jpg,"Terra's Might II, Fang of the Way"
Baihu_Claw_Regus,https://gbf.wiki/Baihu_Claw_Regus,earth,ssr,5,Baihu Claw Regus,melee,2595,277,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040606800.jpg,"Terra's Might II, Mountain's Verity"
Baihu_Fangstaff,https://gbf.wiki/Baihu_Fangstaff,earth,ssr,4,Baihu Fangstaff,staff,1960,260,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040408600.jpg,"Terra's Third Spur, Terra's Might"
Bamboo_Shaft,https://gbf.wiki/Bamboo_Shaft,earth,ssr,3,Bamboo Shaft,spear,1864,203,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040215800.jpg,"Bamboo's Might, Splitting Bamboo"
Barbell,https://gbf.wiki/Barbell,earth,ssr,4,Barbell,axe,2920,280,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313600.jpg,"Mountain's Majesty, Mountain's Aegis"
Beach-Camouflage_Vlisragna,https://gbf.wiki/Beach-Camouflage_Vlisragna,earth,ssr,4,Beach-Camouflage Vlisragna,gun,3210,210,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040513600.jpg,"Mountain's Celere, Terrae Excelsior"
Bella_Aeterna,https://gbf.wiki/Bella_Aeterna,earth,ssr,3,Bella Aeterna,harp,2130,260,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040806100.jpg,"Terra's Might, Mountain's Healing"
Berserker%27s_Barrage_(Earth),https://gbf.wiki/Berserker%27s_Barrage_(Earth),earth,ssr,5,Berserker's Barrage,axe,3380,244,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040308600.jpg,"Barbarian's Nature, Barbarian's Essence"
Binds_of_The_Hanged_Man,https://gbf.wiki/Binds_of_The_Hanged_Man,earth,ssr,5,Binds of The Hanged Man,spear,3021,341,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040215500.jpg,"Fool-Hanged Man's Perseverance, Sephira Maxi-Earth, Earth's Majesty"
Blade_of_Eternal_Splendor,https://gbf.wiki/Blade_of_Eternal_Splendor,earth,ssr,3,Blade of Eternal Splendor,katana,999,99,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040912200.jpg,
Blade_of_Purification,https://gbf.wiki/Blade_of_Purification,earth,ssr,3,Blade of Purification,katana,2800,155,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040911700.jpg,"Terra's Might, Earth's Mystery"
Bounty_of_Gracious_Earth,https://gbf.wiki/Bounty_of_Gracious_Earth,earth,ssr,5,Bounty of Gracious Earth,bow,3822,352,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040712800.jpg,"Galleon's Landslide, Six Pillars' Judgment, Six Dragons' Radiance"
Brand_New_Melody,https://gbf.wiki/Brand_New_Melody,earth,ssr,3,Brand New Melody,harp,2193,279,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040813200.jpg,"Terra's Might, Mountain's Healing"
Broadsword_of_Earth,https://gbf.wiki/Broadsword_of_Earth,earth,ssr,3,Broadsword of Earth,sabre,2201,190,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040004800.jpg,"Titan's Aegis, Preemptive Rock Wall"
Bubble_Sketcher,https://gbf.wiki/Bubble_Sketcher,earth,ssr,4,Bubble Sketcher,gun,3190,170,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040514600.jpg,"Terra's Might, Earth's Mystery, Terrae Excelsior"
Caduceus_(Earth),https://gbf.wiki/Caduceus_(Earth),earth,ssr,5,Caduceus,staff,3259,435,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Caduceus_(Earth)_icon.jpg,"Earth's Majesty, Saving Grace II, Mountain's Garrison"
Carnwenhan,https://gbf.wiki/Carnwenhan,earth,ssr,4,Carnwenhan,dagger,2900,290,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040101000.jpg,"Terra's Aegis II, Mountain's Might"
Carrot_Blade,https://gbf.wiki/Carrot_Blade,earth,ssr,3,Carrot Blade,sabre,2052,158,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040016400.jpg,"Terra's Might, Carrot Hamburger"
Cat%27s_Tail,https://gbf.wiki/Cat%27s_Tail,earth,ssr,3,Cat's Tail,staff,1824,211,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040414800.jpg,"Fluffy-Wuffy Tail, Freedom's Way"
Cerastes,https://gbf.wiki/Cerastes,earth,ssr,4,Cerastes,spear,3049,344,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040215300.jpg,"Terra's Verity II, Mountain's Sentence"
Championship_Belt_(Earth),https://gbf.wiki/Championship_Belt_(Earth),earth,ssr,5,Championship Belt,melee,3015,317,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040609300.jpg,"Reigning Champ's Nature, Reigning Champ's Essence"
Chanteuse_Angelique_(Earth),https://gbf.wiki/Chanteuse_Angelique_(Earth),earth,ssr,5,Chanteuse Angelique,harp,2840,299,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040807800.jpg,"Virtuoso's Nature, Virtuoso's Essence"
Chronicler%27s_Federhalter,https://gbf.wiki/Chronicler%27s_Federhalter,earth,ssr,3,Chronicler's Federhalter,dagger,1791,218,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040117300.jpg,"Armed Grounds, Synchronized Artistry"
Claw_of_the_Dragonslayer,https://gbf.wiki/Claw_of_the_Dragonslayer,earth,ssr,4,Claw of the Dragonslayer,axe,3317,229,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040316600.jpg,"Amber Enforcement, Striking Art"
Claw_of_the_Dragonslayer_Mk_II,https://gbf.wiki/Claw_of_the_Dragonslayer_Mk_II,earth,ssr,4,Claw of the Dragonslayer Mk II,axe,3605,249,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040316700.jpg,"Amber Enforcement, Striking Art"
Collapse_of_The_Tower,https://gbf.wiki/Collapse_of_The_Tower,earth,ssr,5,Collapse of The Tower,axe,3462,253,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313500.jpg,"Magician-Tower's Calamity, Sephira Maxi-Earth, Earth's Majesty"
Compound_Gadget_Bow,https://gbf.wiki/Compound_Gadget_Bow,earth,ssr,3,Compound Gadget Bow,bow,2000,186,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040705500.jpg,"Overdraw, Point and Shoot"
Crab_Grab,https://gbf.wiki/Crab_Grab,earth,ssr,3,Crab Grab,axe,2300,207,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Crab_Grab_icon.jpg,"Terra's Aegis, Crustaceous Crush"
Daggerpeak,https://gbf.wiki/Daggerpeak,earth,ssr,4,Daggerpeak,spear,2510,280,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040215000.jpg,"Armed Grounds, Amber Arts"
Damascus_Knife_(Earth),https://gbf.wiki/Damascus_Knife_(Earth),earth,ssr,5,Damascus Knife,dagger,3728,640,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Damascus_Knife_(Earth)_icon.jpg,"Shady Business II, Amber Arts, Amber Hunt"
Dawn_Rising,https://gbf.wiki/Dawn_Rising,earth,ssr,4,Dawn Rising,staff,2275,309,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040416500.jpg,"Armed Grounds, Sunlight's Stimulant"
Deep_Desire,https://gbf.wiki/Deep_Desire,earth,ssr,3,Deep Desire,sabre,2555,221,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040004700.jpg,"Terra's Might, Oblivion's Aegis"
Demonic_Longstaff_(Earth),https://gbf.wiki/Demonic_Longstaff_(Earth),earth,ssr,5,Demonic Longstaff,staff,2940,298,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040412400.jpg,"Arcanist's Nature, Arcanist's Essence"
Devil%27s_Finger_(Earth),https://gbf.wiki/Devil%27s_Finger_(Earth),earth,ssr,5,Devil's Finger,dagger,3075,311,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040111800.jpg,"Executioner's Nature, Executioner's Essence"
Dignita_del_Conte,https://gbf.wiki/Dignita_del_Conte,earth,ssr,3,Dignita del Conte,sabre,2487,220,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040024900.jpg,"Mountain's Verity, Mountain's Clarity"
Draconic_Bow,https://gbf.wiki/Draconic_Bow,earth,ssr,5,Draconic Bow,bow,3644,334,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040709600.jpg,"Galleon's Landslide, Four Orbs' Judgment, Six Dragons' Radiance"
Dragon_Buster,https://gbf.wiki/Dragon_Buster,earth,ssr,3,Dragon Buster,axe,2108,155,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040311300.jpg,"Dragon Ravager's Might, Reptile Slaughter"
Dreadlance,https://gbf.wiki/Dreadlance,earth,ssr,4,Dreadlance,spear,2411,235,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040217500.jpg,"Terra's Might, Mountain's Verity, Amber Craft"
Drill,https://gbf.wiki/Drill,earth,ssr,3,Drill,spear,1830,210,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040211500.jpg,"Turbine's Might, Great Turbine"
Dum_Ethysc,https://gbf.wiki/Dum_Ethysc,earth,ssr,3,Dum Ethysc,axe,2123,152,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040314800.jpg,"Armed Grounds, Covert Artistry"
Edem,https://gbf.wiki/Edem,earth,ssr,4,Edem,spear,2108,275,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040217200.jpg,"Sentient Simulacrum, Golden Spirit"
Eight-Life_Katana_Ecru,https://gbf.wiki/Eight-Life_Katana_Ecru,earth,ssr,3,Eight-Life Katana Ecru,katana,2990,210,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901700.jpg,Terra's Might
Eight-Life_Katana_Terra,https://gbf.wiki/Eight-Life_Katana_Terra,earth,ssr,3,Eight-Life Katana Terra,katana,2720,190,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901000.jpg,Terra's Might
Embrasque_Demiclone,https://gbf.wiki/Embrasque_Demiclone,earth,ssr,4,Embrasque Demiclone,sabre,3030,260,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040021800.jpg,"Mountain's Might, Earth's Sentence, Sword Voltage"
Enchanted_Broomstick,https://gbf.wiki/Enchanted_Broomstick,earth,ssr,3,Enchanted Broomstick,staff,2313,255,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040416000.jpg,"Terra's Might, Earth's Verity"
Euripides,https://gbf.wiki/Euripides,earth,ssr,3,Euripides,staff,2090,300,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040415400.jpg,"Terra's Might, Mountain's Dual-Edge"
Excalibur_(Earth),https://gbf.wiki/Excalibur_(Earth),earth,ssr,5,Excalibur,sabre,3792,316,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Excalibur_(Earth)_icon.jpg,"Terra's Garrison, Rightway Pathfinder II, Mountain's Stamina"
Exo_Kshathra,https://gbf.wiki/Exo_Kshathra,earth,ssr,4,Exo Kshathra,spear,2596,287,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040218500.jpg,"Adjudicator's Supremacy, Empyrean Adjudicator's Sanctity"
Faceless,https://gbf.wiki/Faceless,earth,ssr,4,Faceless,melee,2480,310,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040615000.jpg,"Terra's Garrison, Ridge's Fortitude"
Fang_of_the_Dragonslayer,https://gbf.wiki/Fang_of_the_Dragonslayer,earth,ssr,4,Fang of the Dragonslayer,dagger,2972,299,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040116400.jpg,"Lifetree's Insignia III, Earth's Majesty"
Fang_of_the_Dragonslayer_Mk_II,https://gbf.wiki/Fang_of_the_Dragonslayer_Mk_II,earth,ssr,4,Fang of the Dragonslayer Mk II,dagger,3230,325,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040117700.jpg,"Lifetree's Insignia III, Earth's Majesty"
Faust,https://gbf.wiki/Faust,earth,ssr,3,Faust,dagger,2276,229,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103000.jpg,"Nature's Truth, Forbidden Training"
Faust_Rebirth,https://gbf.wiki/Faust_Rebirth,earth,ssr,3,Faust Rebirth,dagger,2295,231,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Faust_Rebirth_icon.jpg,"Nature's Truth, Forbidden Training"
Faust_Terra,https://gbf.wiki/Faust_Terra,earth,ssr,4,Faust Terra,dagger,2680,270,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040105000.jpg,"Nature's Truth, Forbidden Training"
First_Tail_of_the_Mischief,https://gbf.wiki/First_Tail_of_the_Mischief,earth,ssr,4,First Tail of the Mischief,sabre,3044,258,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040023300.jpg,"Terra's Enmity, Earth's Celere, Desert Yellow Blow"
Five-Soul_Staff_Ecru,https://gbf.wiki/Five-Soul_Staff_Ecru,earth,ssr,3,Five-Soul Staff Ecru,staff,2420,320,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040403400.jpg,Terra's Might
Five-Soul_Staff_Terra,https://gbf.wiki/Five-Soul_Staff_Terra,earth,ssr,3,Five-Soul Staff Terra,staff,2200,290,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040402400.jpg,Terra's Might
Forbidden_Silence,https://gbf.wiki/Forbidden_Silence,earth,ssr,4,Forbidden Silence,staff,2536,360,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040419400.jpg,"Terra's Verity, Earth's Healing, Mountain's Stamina"
Four-Sky_Blade_Ecru,https://gbf.wiki/Four-Sky_Blade_Ecru,earth,ssr,3,Four-Sky Blade Ecru,dagger,2680,268,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103400.jpg,Terra's Might
Four-Sky_Blade_Terra,https://gbf.wiki/Four-Sky_Blade_Terra,earth,ssr,3,Four-Sky Blade Terra,dagger,2430,243,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040102600.jpg,Terra's Might
Freikugel_(Earth),https://gbf.wiki/Freikugel_(Earth),earth,ssr,5,Freikugel,gun,4069,277,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Freikugel_(Earth)_icon.jpg,"Terra's Tyranny, Golden Advent II, Mountain's Trium"
Fugaku_Vista_Bow,https://gbf.wiki/Fugaku_Vista_Bow,earth,ssr,3,Fugaku Vista Bow,bow,2490,230,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040712600.jpg,"Terra's Bloodshed, Earth's Garrison"
Gae_Bulg_(Earth),https://gbf.wiki/Gae_Bulg_(Earth),earth,ssr,5,Gae Bulg,spear,3496,391,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Gae_Bulg_(Earth)_icon.jpg,"Terra's Progression, One Sting, One Kill II, Mountain's Verity"
Gae_Derg,https://gbf.wiki/Gae_Derg,earth,ssr,3,Gae Derg,spear,2335,250,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040207100.jpg,"Terra's Might, Preemptive Rock Wall"
Galleon%27s_Jaw,https://gbf.wiki/Galleon%27s_Jaw,earth,ssr,4,Galleon's Jaw,gun,3227,217,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040513400.jpg,"Landslide's Mystery, Gold Covenant"
Gallinarius,https://gbf.wiki/Gallinarius,earth,ssr,3,Gallinarius,bow,2585,238,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040705400.jpg,"Terra's Might, Mountain's Verity"
Gandiva,https://gbf.wiki/Gandiva,earth,ssr,4,Gandiva,bow,3170,441,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040708200.jpg,"Mountain's Primacy, Earth's Mystery, Mountain's Verity"
Gargantua,https://gbf.wiki/Gargantua,earth,ssr,4,Gargantua,spear,2680,303,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040201700.jpg,"Terra's Might, Vision of the Future"
Gastraphetes,https://gbf.wiki/Gastraphetes,earth,ssr,4,Gastraphetes,gun,3370,226,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040500000.jpg,"Terra's Might II, Mountain's Clarity"
Gauntlet_of_Proudearth,https://gbf.wiki/Gauntlet_of_Proudearth,earth,ssr,4,Gauntlet of Proudearth,melee,2780,290,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040611300.jpg,"Uriel's Blessing III, Earth's Majesty"
Gauntlet_of_Uriel_(SSR),https://gbf.wiki/Gauntlet_of_Uriel_(SSR),earth,ssr,3,Gauntlet of Uriel (SSR),melee,2300,240,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040606400.jpg,"Uriel's Blessing II, Earth's Majesty"
Godsworn_Edge,https://gbf.wiki/Godsworn_Edge,earth,ssr,4,Godsworn Edge,sabre,2690,230,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040020600.jpg,"Lifetree's Trium III, Lifetree's Enmity"
Great_Spear,https://gbf.wiki/Great_Spear,earth,ssr,4,Great Spear,spear,2754,316,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040213900.jpg,"Terra's Might, Mountain's Healing, Amber Arts"
Greatsword_Andalius,https://gbf.wiki/Greatsword_Andalius,earth,ssr,4,Greatsword Andalius,sabre,2940,245,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040001400.jpg,"Terra's Might, Sage's Aura"
Guardian%27s_Xiphos_(Earth),https://gbf.wiki/Guardian%27s_Xiphos_(Earth),earth,ssr,5,Guardian's Xiphos,sabre,3215,279,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040012800.jpg,"Legionnaire's Nature, Legionnaire's Essence"
Hallowed_Pilgrimage_(Earth),https://gbf.wiki/Hallowed_Pilgrimage_(Earth),earth,ssr,5,Hallowed Pilgrimage,staff,2770,368,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040411800.jpg,"Saint's Nature, Saint's Essence"
Hard_Knuckle,https://gbf.wiki/Hard_Knuckle,earth,ssr,4,Hard Knuckle,melee,3140,240,./Weapon Lists_Earth - Granblue Fantasy Wiki_files/100px-Weapon_m_1040613000.jpg,"Terra's Mystery, Amber Arts, Terrae Excelsior"
