ID,URL,Element,Rarity,Max Evo Level,Name,Type,ATK,HP,Icon,Skills
Axe_of_Bahamut_Nova,https://gbf.wiki/Axe_of_Bahamut_Nova,dark,ssr,3,Axe of Bahamut Nova,axe,2585,183,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040303000.jpg,Draph Animus Dominion
Azoth,https://gbf.wiki/Azoth,dark,ssr,3,Azoth,dagger,2500,244,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040100000.jpg,"Oblivion's Might, Inferno's Might"
Bab-el-Mandeb,https://gbf.wiki/Bab-el-Mandeb,dark,ssr,4,Bab-el-Mandeb,axe,3518,251,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040311600.jpg,"Oblivion's Verity II, Hatred's Majesty"
Berserker%27s_Barrage_(Dark),https://gbf.wiki/Berserker%27s_Barrage_(Dark),dark,ssr,5,Berserker's Barrage,axe,3380,244,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040308900.jpg,"Barbarian's Nature, Barbarian's Essence"
Bigeh_and_Edfu,https://gbf.wiki/Bigeh_and_Edfu,dark,ssr,4,Bigeh and Edfu,staff,2498,306,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040419700.jpg,"Purgatory's Initiation, Hatred's Enmity"
Bismarck,https://gbf.wiki/Bismarck,dark,ssr,5,Bismarck,gun,3456,228,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040514500.jpg,"Armed Shadow, Graphite Arts"
Black_Lion%27s_Fang,https://gbf.wiki/Black_Lion%27s_Fang,dark,ssr,3,Black Lion's Fang,axe,2140,149,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040314400.jpg,"Armed Shadow, Synchronized Artistry"
Black_Ouroboros,https://gbf.wiki/Black_Ouroboros,dark,ssr,3,Black Ouroboros,staff,2230,274,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040409900.jpg,"Oblivion's Might, Alchemic Regeneration"
Blade_of_Bahamut_Coda,https://gbf.wiki/Blade_of_Bahamut_Coda,dark,ssr,5,Blade of Bahamut Coda,katana,3500,239,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040904400.jpg,"Draph Animus Utopia, Draph Animus Parity, Rapidus Draph Animus"
Blade_of_Bahamut_Nova,https://gbf.wiki/Blade_of_Bahamut_Nova,dark,ssr,3,Blade of Bahamut Nova,katana,2620,179,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901300.jpg,Draph Animus Utopia
Blade_of_Light,https://gbf.wiki/Blade_of_Light,dark,ssr,3,Blade of Light,sabre,2045,167,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040005900.jpg,Grace of the Omnilight
Blade_of_the_Scourged,https://gbf.wiki/Blade_of_the_Scourged,dark,ssr,3,Blade of the Scourged,sabre,2050,166,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040009500.jpg,"Dark Drain, Cursed Tentacle"
Bloody_Scar,https://gbf.wiki/Bloody_Scar,dark,ssr,4,Bloody Scar,dagger,2870,290,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040108100.jpg,"Oblivion's Verity, Dark's Might, Graphite Arts"
Blutgang,https://gbf.wiki/Blutgang,dark,ssr,4,Blutgang,sabre,3370,280,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040008700.jpg,"Oblivion's Might III, Dark's Celere"
Bow_of_Bahamut_Coda,https://gbf.wiki/Bow_of_Bahamut_Coda,dark,ssr,5,Bow of Bahamut Coda,bow,3280,293,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040703700.jpg,"Erune Animus Utopia, Erune Animus Parity, Rapidus Erune Animus"
Bow_of_Bahamut_Nova,https://gbf.wiki/Bow_of_Bahamut_Nova,dark,ssr,3,Bow of Bahamut Nova,bow,2460,219,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040702400.jpg,Erune Animus Utopia
Bow_of_Phantasmic_Obsession,https://gbf.wiki/Bow_of_Phantasmic_Obsession,dark,ssr,3,Bow of Phantasmic Obsession,bow,2180,150,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040712200.jpg,"Armed Shadow, Synchronized Artistry"
Caduceus_(Dark),https://gbf.wiki/Caduceus_(Dark),dark,ssr,5,Caduceus,staff,3259,435,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Caduceus_(Dark)_icon.jpg,"Dark's Majesty, Saving Grace II, Hatred's Garrison"
Celeste_Claw_Omega,https://gbf.wiki/Celeste_Claw_Omega,dark,ssr,5,Celeste Claw Omega,melee,2680,278,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040604300.jpg,"Mistfall's Might, Mistfall's Enmity"
Celeste_Harp_Omega,https://gbf.wiki/Celeste_Harp_Omega,dark,ssr,5,Celeste Harp Omega,harp,2530,261,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040800100.jpg,"Mistfall's Aegis II, Inferno's Verity"
Celeste_Horn_Omega,https://gbf.wiki/Celeste_Horn_Omega,dark,ssr,5,Celeste Horn Omega,spear,2620,289,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040201900.jpg,"Mistfall's Might II, Ventosus's Enmity"
Celeste_Zaghnal_Omega,https://gbf.wiki/Celeste_Zaghnal_Omega,dark,ssr,5,Celeste Zaghnal Omega,axe,3010,213,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040301400.jpg,"Mistfall's Might II, Hoarfrost's Clarity"
Cerberus_Order,https://gbf.wiki/Cerberus_Order,dark,ssr,4,Cerberus Order,gun,2585,167,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040506000.jpg,"Oblivion's Trium, Dark's Enmity"
Championship_Belt_(Dark),https://gbf.wiki/Championship_Belt_(Dark),dark,ssr,5,Championship Belt,melee,3015,317,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040609600.jpg,"Reigning Champ's Nature, Reigning Champ's Essence"
Chanteuse_Angelique_(Dark),https://gbf.wiki/Chanteuse_Angelique_(Dark),dark,ssr,5,Chanteuse Angelique,harp,2840,299,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040808100.jpg,"Virtuoso's Nature, Virtuoso's Essence"
Cherubim%27s_Lance,https://gbf.wiki/Cherubim%27s_Lance,dark,ssr,3,Cherubim's Lance,spear,1879,200,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040212400.jpg,"Lion and Cow's Call, Eagle and Human's Prudence"
Chop-Chop,https://gbf.wiki/Chop-Chop,dark,ssr,3,Chop-Chop,dagger,2106,155,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040110900.jpg,"Blood Drip, It Follows"
Claw_of_Eternal_Splendor,https://gbf.wiki/Claw_of_Eternal_Splendor,dark,ssr,3,Claw of Eternal Splendor,melee,999,99,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040612900.jpg,
Claws_of_Terror,https://gbf.wiki/Claws_of_Terror,dark,ssr,5,Claws of Terror,melee,2926,305,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040612500.jpg,"Slaughterous Sovereign, Astral Claw II"
Coco_%26_Mimi,https://gbf.wiki/Coco_%26_Mimi,dark,ssr,4,Coco & Mimi,melee,2770,286,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040600600.jpg,"Oblivion's Might, Triple Talon Hellion"
Cortana,https://gbf.wiki/Cortana,dark,ssr,4,Cortana,dagger,2710,260,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040106500.jpg,"Oblivion's Tyranny, Oblivion's Trium"
Cute_Ribbon,https://gbf.wiki/Cute_Ribbon,dark,ssr,3,Cute Ribbon,melee,2365,245,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040605900.jpg,"Oblivion's Enmity, Dark's Might"
Daemonenschwinge,https://gbf.wiki/Daemonenschwinge,dark,ssr,3,Daemonenschwinge,bow,2027,180,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040712500.jpg,"Armed Shadow, Technical Artistry"
Dagger_of_Bahamut_Coda,https://gbf.wiki/Dagger_of_Bahamut_Coda,dark,ssr,5,Dagger of Bahamut Coda,dagger,3145,307,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040106700.jpg,"Concrio Ventus, Incursio Ventus"
Dagger_of_Bahamut_Nova,https://gbf.wiki/Dagger_of_Bahamut_Nova,dark,ssr,3,Dagger of Bahamut Nova,dagger,2355,229,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103700.jpg,Human Animus Dominion
Dalmoran_Battle_Axe,https://gbf.wiki/Dalmoran_Battle_Axe,dark,ssr,3,Dalmoran Battle Axe,axe,2113,154,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313300.jpg,"Sovereign Defender's Might, Bitter Perseverance"
Damascus_Knife_(Dark),https://gbf.wiki/Damascus_Knife_(Dark),dark,ssr,5,Damascus Knife,dagger,3728,640,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Damascus_Knife_(Dark)_icon.jpg,"Shady Business II, Graphite Arts, Graphite Hunt"
Delightful_Dolce,https://gbf.wiki/Delightful_Dolce,dark,ssr,4,Delightful Dolce,melee,3045,261,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040616500.jpg,"Hatred's Primacy, Dark's Trium"
Demonic_Longstaff_(Dark),https://gbf.wiki/Demonic_Longstaff_(Dark),dark,ssr,5,Demonic Longstaff,staff,2940,298,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040412700.jpg,"Arcanist's Nature, Arcanist's Essence"
Devil%27s_Finger_(Dark),https://gbf.wiki/Devil%27s_Finger_(Dark),dark,ssr,5,Devil's Finger,dagger,3075,311,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040112100.jpg,"Executioner's Nature, Executioner's Essence"
Diablo_Bow,https://gbf.wiki/Diablo_Bow,dark,ssr,4,Diablo Bow,bow,2450,218,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040700800.jpg,"Oblivion's Aegis, Dark's Might"
Disparia,https://gbf.wiki/Disparia,dark,ssr,4,Disparia,sabre,3100,260,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040008600.jpg,"Oblivion's Might, Zion's Might, Despair's Quickening"
Distant_Requiem,https://gbf.wiki/Distant_Requiem,dark,ssr,4,Distant Requiem,harp,2690,280,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040808700.jpg,"Hatred's Celere, Hatred's Healing"
Draconic_Fire,https://gbf.wiki/Draconic_Fire,dark,ssr,5,Draconic Fire,gun,3948,259,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040512300.jpg,"Fediel's Eclipse, Four Orbs' Judgment, Six Dragons' Radiance"
Dragon_Bar_V,https://gbf.wiki/Dragon_Bar_V,dark,ssr,3,Dragon Bar V,staff,2310,255,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Dragon_Bar_V_icon.jpg,All That Glitters Are Apples
Eight-Life_Katana_Nyx,https://gbf.wiki/Eight-Life_Katana_Nyx,dark,ssr,3,Eight-Life Katana Nyx,katana,2720,190,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901200.jpg,Oblivion's Might
Eight-Life_Katana_Obsidian,https://gbf.wiki/Eight-Life_Katana_Obsidian,dark,ssr,3,Eight-Life Katana Obsidian,katana,2990,210,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901900.jpg,Oblivion's Might
Eleventh_Fang_of_the_Pack,https://gbf.wiki/Eleventh_Fang_of_the_Pack,dark,ssr,4,Eleventh Fang of the Pack,katana,3273,217,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040913900.jpg,"Oblivion's Glory, Purgatory's Ascendancy"
Embrasque_Replica,https://gbf.wiki/Embrasque_Replica,dark,ssr,3,Embrasque Replica,sabre,2497,204,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040015600.jpg,"Oblivion's Might, Dark's Aegis"
Emperor%27s_Hand,https://gbf.wiki/Emperor%27s_Hand,dark,ssr,3,Emperor's Hand,melee,1935,190,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Emperor's_Hand_icon.jpg,"Super Abomideath Power Z, Dark Destructo Fist"
Ereshkigal,https://gbf.wiki/Ereshkigal,dark,ssr,4,Ereshkigal,axe,3603,256,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040315100.jpg,"Gugalanna, Disease Demon, Tell Ibrahim"
Eternal_Signature,https://gbf.wiki/Eternal_Signature,dark,ssr,4,Eternal Signature,dagger,3200,314,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040116600.jpg,"Graphite Convergence, Dark's Majesty"
Excalibur_(Dark),https://gbf.wiki/Excalibur_(Dark),dark,ssr,5,Excalibur,sabre,3792,316,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Excalibur_(Dark)_icon.jpg,"Oblivion's Garrison, Rightway Pathfinder II, Hatred's Stamina"
Fallen_Sword,https://gbf.wiki/Fallen_Sword,dark,ssr,4,Fallen Sword,sabre,3319,292,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040014300.jpg,"Oblivion's Might III, Hatred's Stamina"
Faust_Nyx,https://gbf.wiki/Faust_Nyx,dark,ssr,4,Faust Nyx,dagger,2680,270,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040105300.jpg,"Nature's Truth, Forbidden Training"
Fediel%27s_Spine,https://gbf.wiki/Fediel%27s_Spine,dark,ssr,4,Fediel's Spine,sabre,3037,254,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040020300.jpg,"Eclipse's Stamina, Black Covenant"
Festering_of_Mournful_Obsequies,https://gbf.wiki/Festering_of_Mournful_Obsequies,dark,ssr,5,Festering of Mournful Obsequies,gun,4139,272,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040516500.jpg,"Fediel's Eclipse, Six Pillars' Judgment, Six Dragons' Radiance"
Fist_of_Bahamut_Coda,https://gbf.wiki/Fist_of_Bahamut_Coda,dark,ssr,5,Fist of Bahamut Coda,melee,3075,321,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040604400.jpg,"Human Animus Utopia, Human Animus Parity, Rapidus Human Animus"
Fist_of_Bahamut_Nova,https://gbf.wiki/Fist_of_Bahamut_Nova,dark,ssr,3,Fist of Bahamut Nova,melee,2305,239,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040602400.jpg,Human Animus Utopia
Five-Soul_Staff_Nyx,https://gbf.wiki/Five-Soul_Staff_Nyx,dark,ssr,3,Five-Soul Staff Nyx,staff,2200,290,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040402600.jpg,Oblivion's Might
Five-Soul_Staff_Obsidian,https://gbf.wiki/Five-Soul_Staff_Obsidian,dark,ssr,3,Five-Soul Staff Obsidian,staff,2420,320,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040403600.jpg,Oblivion's Might
Forbidden_Agastia,https://gbf.wiki/Forbidden_Agastia,dark,ssr,4,Forbidden Agastia,staff,2699,353,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040421300.jpg,"Mistfall's Bloodshed III, Mistfall's Restraint"
Forbidden_Agastia_Mk_II,https://gbf.wiki/Forbidden_Agastia_Mk_II,dark,ssr,4,Forbidden Agastia Mk II,staff,2931,384,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040422300.jpg,"Mistfall's Bloodshed III, Mistfall's Restraint"
Forbidden_Memories,https://gbf.wiki/Forbidden_Memories,dark,ssr,3,Forbidden Memories,staff,2180,281,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040415900.jpg,"Hatred's Stamina, Dark's Fandango"
Forsaken_Agastia,https://gbf.wiki/Forsaken_Agastia,dark,ssr,4,Forsaken Agastia,harp,2790,333,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040816000.jpg,"Graphite Enforcement, Zenith Strike"
Forsaken_Agastia_Mk_II,https://gbf.wiki/Forsaken_Agastia_Mk_II,dark,ssr,4,Forsaken Agastia Mk II,harp,3030,362,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040816100.jpg,"Graphite Enforcement, Zenith Strike"
Four-Sky_Blade_Nyx,https://gbf.wiki/Four-Sky_Blade_Nyx,dark,ssr,3,Four-Sky Blade Nyx,dagger,2430,243,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040102800.jpg,Oblivion's Might
Four-Sky_Blade_Obsidian,https://gbf.wiki/Four-Sky_Blade_Obsidian,dark,ssr,3,Four-Sky Blade Obsidian,dagger,2680,268,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103600.jpg,Oblivion's Might
Freikugel_(Dark),https://gbf.wiki/Freikugel_(Dark),dark,ssr,5,Freikugel,gun,4069,277,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Freikugel_(Dark)_icon.jpg,"Oblivion's Tyranny, Golden Advent II, Hatred's Trium"
Fudo-Kuniyuki,https://gbf.wiki/Fudo-Kuniyuki,dark,ssr,4,Fudo-Kuniyuki,katana,3200,220,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040902600.jpg,"Oblivion's Might, Hoarfrost's Might, Phantasmagoric Fencer"
Gae_Bulg_(Dark),https://gbf.wiki/Gae_Bulg_(Dark),dark,ssr,5,Gae Bulg,spear,3496,391,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Gae_Bulg_(Dark)_icon.jpg,"Oblivion's Progression, One Sting, One Kill II, Hatred's Verity"
Gandring,https://gbf.wiki/Gandring,dark,ssr,4,Gandring,dagger,2750,290,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040111100.jpg,"Oblivion's Might, Caliginis Excelsior"
Gigante_Launcher,https://gbf.wiki/Gigante_Launcher,dark,ssr,3,Gigante Launcher,gun,2180,140,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040505800.jpg,Oblivion's Might
Gigante_Slicer,https://gbf.wiki/Gigante_Slicer,dark,ssr,3,Gigante Slicer,katana,2710,180,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040909200.jpg,"Oblivion's Might, Dark's Dual-Edge"
Gisla,https://gbf.wiki/Gisla,dark,ssr,4,Gisla,spear,2810,309,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040200700.jpg,"Oblivion's Might II, Hatred's Enmity"
God_of_a_Thousand_Demons,https://gbf.wiki/God_of_a_Thousand_Demons,dark,ssr,5,God of a Thousand Demons,gun,3095,200,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-God_of_a_Thousand_Demons_icon.jpg,"The Phantom, Trickster"
Gram,https://gbf.wiki/Gram,dark,ssr,4,Gram,sabre,3060,260,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040005800.jpg,"Oblivion's Enmity, Dark's Restraint"
Gridarvor,https://gbf.wiki/Gridarvor,dark,ssr,3,Gridarvor,staff,2180,282,./Weapon Lists_Dark - Granblue Fantasy Wiki_files/100px-Weapon_m_1040409200.jpg,"Oblivion's Tyranny, Oblivion's Healing"
