ID,URL,Element,Rarity,Max Evo Level,Name,Type,ATK,HP,Icon,Skills
Arkab_Prior,https://gbf.wiki/Arkab_Prior,wind,ssr,5,Arkab Prior,melee,2858,295,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040611100.jpg,"True Horseman's Supremacy, Conviction's Double Star"
Arkab_Prior_Militis,https://gbf.wiki/Arkab_Prior_Militis,wind,ssr,3,Arkab Prior Militis,melee,2181,230,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040616900.jpg,"Stormwyrm's Majesty III, Fortified Gauntlet"
Aschallon_Ventus,https://gbf.wiki/Aschallon_Ventus,wind,ssr,4,Aschallon Ventus,sabre,2830,240,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040006700.jpg,"Blade of Conquest, Crimsonic Liege"
Atma_Axe_(Wind),https://gbf.wiki/Atma_Axe_(Wind),wind,ssr,3,Atma Axe,axe,2844,165,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040307500.jpg,Labrys Rubell
Atma_Blade_(Wind),https://gbf.wiki/Atma_Blade_(Wind),wind,ssr,3,Atma Blade,katana,2856,163,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040907200.jpg,Makhaira Rubell
Atma_Bow_(Wind),https://gbf.wiki/Atma_Bow_(Wind),wind,ssr,3,Atma Bow,bow,2608,206,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040706600.jpg,Arcus Rubell
Atma_Dagger_(Wind),https://gbf.wiki/Atma_Dagger_(Wind),wind,ssr,3,Atma Dagger,dagger,2402,224,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040109400.jpg,Sica Rubell
Atma_Fist_(Wind),https://gbf.wiki/Atma_Fist_(Wind),wind,ssr,3,Atma Fist,melee,2328,237,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040607800.jpg,Luctor Rubell
Atma_Gun_(Wind),https://gbf.wiki/Atma_Gun_(Wind),wind,ssr,3,Atma Gun,gun,2857,157,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040507100.jpg,Arma Rubell
Atma_Harp_(Wind),https://gbf.wiki/Atma_Harp_(Wind),wind,ssr,3,Atma Harp,harp,2245,224,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040806700.jpg,Musica Rubell
Atma_Spear_(Wind),https://gbf.wiki/Atma_Spear_(Wind),wind,ssr,3,Atma Spear,spear,2350,238,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040208500.jpg,Lancea Rubell
Atma_Staff_(Wind),https://gbf.wiki/Atma_Staff_(Wind),wind,ssr,3,Atma Staff,staff,2162,270,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040410500.jpg,Baculum Rubell
Atma_Sword_(Wind),https://gbf.wiki/Atma_Sword_(Wind),wind,ssr,3,Atma Sword,sabre,2594,195,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040011600.jpg,Gladius Rubell
Aurora_Bow,https://gbf.wiki/Aurora_Bow,wind,ssr,3,Aurora Bow,bow,2620,200,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040710800.jpg,"Whirlwind's Celere, Wind's Mystery"
Avenger_Ventus,https://gbf.wiki/Avenger_Ventus,wind,ssr,4,Avenger Ventus,axe,2960,213,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040303900.jpg,"Swordmaster's Soul, Supreme Trepidation"
Bell_of_Happy_Endings,https://gbf.wiki/Bell_of_Happy_Endings,wind,ssr,3,Bell of Happy Endings,harp,2170,250,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040806200.jpg,"Ventosus's Verity, Preemptive Cloud Wall"
Bell_Striker,https://gbf.wiki/Bell_Striker,wind,ssr,3,Bell Striker,axe,2118,154,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Bell_Striker_icon.jpg,"Renew Soul, Search for Enlightenment"
Berserker%27s_Barrage_(Wind),https://gbf.wiki/Berserker%27s_Barrage_(Wind),wind,ssr,5,Berserker's Barrage,axe,3380,244,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040308700.jpg,"Barbarian's Nature, Barbarian's Essence"
Bon_Joie,https://gbf.wiki/Bon_Joie,wind,ssr,4,Bon Joie,dagger,2909,285,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040115200.jpg,"Ventosus's Mystery, Jade Arts, Coeli Excelsior"
Bovinius,https://gbf.wiki/Bovinius,wind,ssr,3,Bovinius,harp,2021,315,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040813500.jpg,"Whirlwind's Grace, Whirlwind's Trium"
Brand_of_Binding_Oath,https://gbf.wiki/Brand_of_Binding_Oath,wind,ssr,4,Brand of Binding Oath,sabre,3105,254,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040019400.jpg,"Ventosus's Might, Succession of Knighthood"
Bubbleizer,https://gbf.wiki/Bubbleizer,wind,ssr,3,Bubbleizer,gun,2721,173,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040515400.jpg,"Ventosus's Garrison, Wind's Enmity"
C%27est_la_Vie,https://gbf.wiki/C%27est_la_Vie,wind,ssr,3,C'est la Vie,sabre,2312,255,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040022400.jpg,"Ventosus's Garrison, Wind's Enmity"
Caduceus_(Wind),https://gbf.wiki/Caduceus_(Wind),wind,ssr,5,Caduceus,staff,3259,435,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Caduceus_(Wind)_icon.jpg,"Wind's Majesty, Saving Grace II, Whirlwind's Garrison"
Cardinal_Spear,https://gbf.wiki/Cardinal_Spear,wind,ssr,3,Cardinal Spear,spear,2290,260,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040213100.jpg,"Ventosus's Might, Wind's Healing"
Championship_Belt_(Wind),https://gbf.wiki/Championship_Belt_(Wind),wind,ssr,5,Championship Belt,melee,3015,317,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040609400.jpg,"Reigning Champ's Nature, Reigning Champ's Essence"
Chanteuse_Angelique_(Wind),https://gbf.wiki/Chanteuse_Angelique_(Wind),wind,ssr,5,Chanteuse Angelique,harp,2840,299,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040807900.jpg,"Virtuoso's Nature, Virtuoso's Essence"
Chivalrous_Blade,https://gbf.wiki/Chivalrous_Blade,wind,ssr,3,Chivalrous Blade,sabre,2130,150,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040023000.jpg,"Armed Gale, Covert Artistry"
Cla%C3%ADomh_Solais_D%C3%ADon,https://gbf.wiki/Cla%C3%ADomh_Solais_D%C3%ADon,wind,ssr,4,Claíomh Solais Díon,sabre,3345,286,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040024200.jpg,"Jade Valuables, Wind's Majesty"
Compact_Automatic_Pistol,https://gbf.wiki/Compact_Automatic_Pistol,wind,ssr,4,Compact Automatic Pistol,gun,2540,160,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Compact_Automatic_Pistol_icon.jpg,"Weaver Stance, Sidearm"
Cords_of_Heaven_Lyre,https://gbf.wiki/Cords_of_Heaven_Lyre,wind,ssr,4,Cords of Heaven Lyre,harp,2595,276,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040802400.jpg,"Ventosus's Might, Inferno's Might, Anointed Overture"
Coruscant_Crozier,https://gbf.wiki/Coruscant_Crozier,wind,ssr,4,Coruscant Crozier,staff,2400,350,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040418000.jpg,"Stormwyrm's Majesty, Stormwyrm's Restraint"
Creepy_Claws,https://gbf.wiki/Creepy_Claws,wind,ssr,4,Creepy Claws,melee,2895,291,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040615500.jpg,"Ventosus's Enmity, Tranquility's Fortitude"
Crimson_Sapphire,https://gbf.wiki/Crimson_Sapphire,wind,ssr,4,Crimson Sapphire,katana,3140,240,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040910900.jpg,"Ventosus's Might, Foxy Seclusion"
Cythara_Anglica,https://gbf.wiki/Cythara_Anglica,wind,ssr,3,Cythara Anglica,harp,2013,282,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040808500.jpg,"Ventosus's Might, Whirlwind's Healing"
Damascus_Knife_(Wind),https://gbf.wiki/Damascus_Knife_(Wind),wind,ssr,5,Damascus Knife,dagger,3728,640,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Damascus_Knife_(Wind)_icon.jpg,"Shady Business II, Jade Arts, Jade Hunt"
Dandelion,https://gbf.wiki/Dandelion,wind,ssr,3,Dandelion,dagger,1926,191,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040108800.jpg,"Trust in Me, My Words for You"
Daur_da_Blao,https://gbf.wiki/Daur_da_Blao,wind,ssr,5,Daur da Blao,harp,2800,360,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040813900.jpg,"Armed Gale, Jade Arts"
Deirdre%27s_Claws,https://gbf.wiki/Deirdre%27s_Claws,wind,ssr,4,Deirdre's Claws,melee,2830,300,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040607200.jpg,"Ventosus's Enmity, Whirlwind's Verity"
Deirdre%27s_Symbol,https://gbf.wiki/Deirdre%27s_Symbol,wind,ssr,3,Deirdre's Symbol,spear,2281,261,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040212300.jpg,"Ventosus's Might, Whirlwind's Clarity"
Demonic_Longstaff_(Wind),https://gbf.wiki/Demonic_Longstaff_(Wind),wind,ssr,5,Demonic Longstaff,staff,2940,298,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040412500.jpg,"Arcanist's Nature, Arcanist's Essence"
Dent_du_Chat,https://gbf.wiki/Dent_du_Chat,wind,ssr,3,Dent du Chat,sabre,2022,172,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040023800.jpg,"Armed Gale, Synchronized Artistry"
Destiny_Knuckles,https://gbf.wiki/Destiny_Knuckles,wind,ssr,4,Destiny Knuckles,melee,3070,250,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040614800.jpg,"Ventosus's Bloodshed, Wind's Enmity, Wind's Might"
Devil%27s_Finger_(Wind),https://gbf.wiki/Devil%27s_Finger_(Wind),wind,ssr,5,Devil's Finger,dagger,3075,311,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040111900.jpg,"Executioner's Nature, Executioner's Essence"
Disturbance_Signum,https://gbf.wiki/Disturbance_Signum,wind,ssr,3,Disturbance Signum,staff,2158,286,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040418100.jpg,"Wind's Majesty, Wind's Aegis"
Dojigiri_Yasutsuna,https://gbf.wiki/Dojigiri_Yasutsuna,wind,ssr,4,Dojigiri Yasutsuna,katana,3250,220,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040913100.jpg,"Whirlwind's Fandango, Wind's Verity, Jade Craft"
Dowry_Blade,https://gbf.wiki/Dowry_Blade,wind,ssr,3,Dowry Blade,sabre,2477,222,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040023900.jpg,"Whirlwind's Might, Wind's Sentence"
Draconic_Rod,https://gbf.wiki/Draconic_Rod,wind,ssr,5,Draconic Rod,staff,3148,418,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040416700.jpg,"Ewiyar's Gale, Four Orbs' Judgment, Six Dragons' Radiance"
Dragon_Slayer,https://gbf.wiki/Dragon_Slayer,wind,ssr,4,Dragon Slayer,katana,3180,220,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040902100.jpg,"Ventosus's Might, Zion's Might, Hero's Testament"
Eight-Life_Katana_Sage,https://gbf.wiki/Eight-Life_Katana_Sage,wind,ssr,3,Eight-Life Katana Sage,katana,2990,210,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040901600.jpg,Ventosus's Might
Eight-Life_Katana_Ventus,https://gbf.wiki/Eight-Life_Katana_Ventus,wind,ssr,3,Eight-Life Katana Ventus,katana,2720,190,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040900900.jpg,Ventosus's Might
Eighth_Point_of_the_Flock,https://gbf.wiki/Eighth_Point_of_the_Flock,wind,ssr,4,Eighth Point of the Flock,axe,3180,230,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040313100.jpg,"Whirlwind's Fandango, Wind's Clarity, Fortuitous Wind Covenant"
Evanescence,https://gbf.wiki/Evanescence,wind,ssr,4,Evanescence,sabre,3369,281,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040022000.jpg,"Ventosus's Verity II, Whirlwind's Might, Jade Craft"
Evening_Floral_Shower,https://gbf.wiki/Evening_Floral_Shower,wind,ssr,4,Evening Floral Shower,dagger,2900,286,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040116200.jpg,"Ventosus's Garrison, Whirlwind's Aegis, Tranquility's Spectacle"
Evyg_Em_Noytnetta,https://gbf.wiki/Evyg_Em_Noytnetta,wind,ssr,3,Evyg Em Noytnetta,harp,2163,286,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040814100.jpg,"Whirlwind's Celere, Whirlwind's Clarity"
Ewiyar%27s_Beak,https://gbf.wiki/Ewiyar%27s_Beak,wind,ssr,4,Ewiyar's Beak,katana,3209,224,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040912400.jpg,"Gale's Might, Emerald Covenant"
Excalibur_(Wind),https://gbf.wiki/Excalibur_(Wind),wind,ssr,5,Excalibur,sabre,3792,316,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Excalibur_(Wind)_icon.jpg,"Ventosus's Garrison, Rightway Pathfinder II, Whirlwind's Stamina"
Exo_Australis,https://gbf.wiki/Exo_Australis,wind,ssr,4,Exo Australis,bow,2848,249,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040712400.jpg,"Horseman's Supremacy, Elysian Windrider's Sanctity"
Fangorn,https://gbf.wiki/Fangorn,wind,ssr,3,Fangorn,axe,2120,150,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040305900.jpg,"Ventosus's Aegis, Preemptive Cloud Wall"
Far_Away,https://gbf.wiki/Far_Away,wind,ssr,4,Far Away,gun,3160,208,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040500700.jpg,"Ventosus's Aegis, Gilded in Sage"
Faust_Ventus,https://gbf.wiki/Faust_Ventus,wind,ssr,4,Faust Ventus,dagger,2680,270,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040105100.jpg,"Nature's Truth, Forbidden Training"
Five-Soul_Staff_Sage,https://gbf.wiki/Five-Soul_Staff_Sage,wind,ssr,3,Five-Soul Staff Sage,staff,2420,320,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040403300.jpg,Ventosus's Might
Five-Soul_Staff_Ventus,https://gbf.wiki/Five-Soul_Staff_Ventus,wind,ssr,3,Five-Soul Staff Ventus,staff,2200,290,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040402300.jpg,Ventosus's Might
Flowering_Twilight,https://gbf.wiki/Flowering_Twilight,wind,ssr,4,Flowering Twilight,staff,2567,354,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040422000.jpg,"Whirlwind's Healing, Whirlwind's Stamina, Whirlwind's Aegis"
Flying_A,https://gbf.wiki/Flying_A,wind,ssr,3,Flying A,spear,1869,202,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040214800.jpg,"Pickup's Might, Choking"
Four-Sky_Blade_Sage,https://gbf.wiki/Four-Sky_Blade_Sage,wind,ssr,3,Four-Sky Blade Sage,dagger,2680,268,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103300.jpg,Ventosus's Might
Four-Sky_Blade_Ventus,https://gbf.wiki/Four-Sky_Blade_Ventus,wind,ssr,3,Four-Sky Blade Ventus,dagger,2430,243,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040102500.jpg,Ventosus's Might
Freikugel_(Wind),https://gbf.wiki/Freikugel_(Wind),wind,ssr,5,Freikugel,gun,4069,277,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Freikugel_(Wind)_icon.jpg,"Ventosus's Tyranny, Golden Advent II, Whirlwind's Trium"
FRIED_Spear,https://gbf.wiki/FRIED_Spear,wind,ssr,3,FRIED Spear,spear,2301,257,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040218200.jpg,"Ventosus's Might, Black Night Fever"
Frigorific_Summer_Parasol,https://gbf.wiki/Frigorific_Summer_Parasol,wind,ssr,3,Frigorific Summer Parasol,staff,2133,291,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040421800.jpg,"Wind's Majesty, Wind's Aegis"
Froggly_Bell,https://gbf.wiki/Froggly_Bell,wind,ssr,3,Froggly Bell,harp,1785,195,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040802500.jpg,Mysterious ATK II
Fugudoku,https://gbf.wiki/Fugudoku,wind,ssr,3,Fugudoku,katana,2155,148,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040906000.jpg,"Self-taught Swordsmanship, Self-taught Mastery"
Gachatti,https://gbf.wiki/Gachatti,wind,ssr,4,Gachatti,sabre,2500,200,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040019300.jpg,"Gachapin's Might, Tenacious Dinosaur"
Gae_Bulg_(Wind),https://gbf.wiki/Gae_Bulg_(Wind),wind,ssr,5,Gae Bulg,spear,3496,391,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Gae_Bulg_(Wind)_icon.jpg,"Ventosus's Progression, One Sting, One Kill II, Whirlwind's Verity"
Galactic_Impact,https://gbf.wiki/Galactic_Impact,wind,ssr,3,Galactic Impact,spear,2476,222,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040212100.jpg,Ventosus's Might
Galvanic_Lance,https://gbf.wiki/Galvanic_Lance,wind,ssr,4,Galvanic Lance,spear,2813,304,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040216500.jpg,"Ventosus's Might, Whirlwind's Essence, Jade Arts"
Golden_Dragon,https://gbf.wiki/Golden_Dragon,wind,ssr,3,Golden Dragon,melee,2500,218,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040612100.jpg,"Ventosus's Might, Wind's Garrison"
Guardian%27s_Xiphos_(Wind),https://gbf.wiki/Guardian%27s_Xiphos_(Wind),wind,ssr,5,Guardian's Xiphos,sabre,3215,279,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040012900.jpg,"Legionnaire's Nature, Legionnaire's Essence"
Gullinbursti,https://gbf.wiki/Gullinbursti,wind,ssr,4,Gullinbursti,axe,3415,184,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040315000.jpg,"Whirlwind's Stamina, Wind's Celere"
Hallowed_Pilgrimage_(Wind),https://gbf.wiki/Hallowed_Pilgrimage_(Wind),wind,ssr,5,Hallowed Pilgrimage,staff,2770,368,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040411900.jpg,"Saint's Nature, Saint's Essence"
Harp_of_Eternal_Splendor,https://gbf.wiki/Harp_of_Eternal_Splendor,wind,ssr,3,Harp of Eternal Splendor,harp,999,99,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040812700.jpg,
Harp_of_Westerly_Winds,https://gbf.wiki/Harp_of_Westerly_Winds,wind,ssr,3,Harp of Westerly Winds,harp,1800,190,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040805300.jpg,"Westerly Crescendo, Westerly Rhapsody"
Hatsoii%C5%82ha%C5%82,https://gbf.wiki/Hatsoii%C5%82ha%C5%82,wind,ssr,4,Hatsoiiłhał,dagger,2700,270,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040111000.jpg,"Coeli Excelsior, Ventosus's Enmity"
Heaven%27s_Cloud,https://gbf.wiki/Heaven%27s_Cloud,wind,ssr,4,Heaven's Cloud,dagger,2800,279,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040103800.jpg,"Ventosus's Might, Zion's Aegis, Skyrule Storm"
Heavenly_Fawn_Bow,https://gbf.wiki/Heavenly_Fawn_Bow,wind,ssr,4,Heavenly Fawn Bow,bow,2880,300,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040709900.jpg,"Ventosus's Verity, Wind's Might, Jade Arts"
Heiliges_Schwert,https://gbf.wiki/Heiliges_Schwert,wind,ssr,3,Heiliges Schwert,sabre,2510,215,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040014000.jpg,"Ventosus's Might, Whirlwind's Dual-Edge"
Hellion_Gauntlet_Ventus,https://gbf.wiki/Hellion_Gauntlet_Ventus,wind,ssr,4,Hellion Gauntlet Ventus,melee,2640,277,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040603600.jpg,"Harbinger of Destruction, Strength to Spare"
Helmholtz_(Wind),https://gbf.wiki/Helmholtz_(Wind),wind,ssr,5,Helmholtz,harp,2826,300,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040811200.jpg,"Shredder's Nature, Shredder's Essence"
Helmwige_(Wind),https://gbf.wiki/Helmwige_(Wind),wind,ssr,5,Helmwige,spear,2950,332,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040210000.jpg,"Wanderer's Nature, Wanderer's Essence"
Hercules_(Wind),https://gbf.wiki/Hercules_(Wind),wind,ssr,5,Hercules,bow,3806,345,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Hercules_(Wind)_icon.jpg,"Whirlwind's Restraint, Slayer of Immortals II, Wind's Celere"
Indra%27s_Edge,https://gbf.wiki/Indra%27s_Edge,wind,ssr,4,Indra's Edge,bow,2716,247,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040705200.jpg,"Whirlwind's Celere, Ventosus's Garrison"
Indra%27s_Edge_Militis,https://gbf.wiki/Indra%27s_Edge_Militis,wind,ssr,3,Indra's Edge Militis,bow,2137,194,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040711500.jpg,"Bow Voltage II, Tranquility's Fortitude"
Innocent_Love,https://gbf.wiki/Innocent_Love,wind,ssr,5,Innocent Love,harp,2748,340,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040811600.jpg,"Verdant Sovereign, Astral Echo II"
Intervallo_Bramoso,https://gbf.wiki/Intervallo_Bramoso,wind,ssr,3,Intervallo Bramoso,staff,1709,234,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040421700.jpg,"Resilient Gale, Covert Artistry"
Ipetam_Ventus,https://gbf.wiki/Ipetam_Ventus,wind,ssr,4,Ipetam Ventus,dagger,2710,265,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040104400.jpg,"Hunger for Chaos, The Butcher's Knife"
Ishkur_Shaft,https://gbf.wiki/Ishkur_Shaft,wind,ssr,3,Ishkur Shaft,sabre,2107,155,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040019200.jpg,"Tempest's Vestige, Climate Control"
Jewel_Modele,https://gbf.wiki/Jewel_Modele,wind,ssr,3,Jewel Modele,gun,2265,150,./Weapon Lists_Wind - Granblue Fantasy Wiki_files/100px-Weapon_m_1040500400.jpg,Ventosus's Verity
